# Constructed from biom file
#OTU ID	B1C1a	B1C2a	B1C3a	B1C4a	B1O2b	B1O1b	taxonomy	KEGG_Description
K00397	10.0	11.0	9.0	14.0	20.0	14.0	0.0	anaerobic dimethyl sulfoxide reductase [EC:1.8.99.-]
K00395	5.0	9.0	21.0	26.0	18.0	32.0	0.0	adenylylsulfate reductase, subunit B [EC:1.8.99.2]
K00394	51.0	66.0	56.0	74.0	84.0	101.0	0.0	adenylylsulfate reductase, subunit A [EC:1.8.99.2]
K01884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	cysteinyl-tRNA synthetase, unknown class [EC:6.1.1.16]
K00399	2.0	2.0	0.0	4.0	4.0	2.0	0.0	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]
K01886	157.0	145.0	143.0	144.0	316.0	268.0	0.0	glutaminyl-tRNA synthetase [EC:6.1.1.18]
K01376	0.0	2.0	11.0	0.0	14.0	7.0	0.0	None
K01372	10.0	5.0	6.0	5.0	12.0	15.0	0.0	bleomycin hydrolase [EC:3.4.22.40]
K09149	0.0	0.0	0.0	1.0	1.0	0.0	0.0	hypothetical protein
K09148	1.0	2.0	1.0	4.0	3.0	3.0	0.0	hypothetical protein
K01225	12.0	11.0	4.0	31.0	19.0	19.0	0.0	cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]
K09145	108.0	79.0	37.0	123.0	70.0	54.0	0.0	hypothetical protein
K09144	15.0	16.0	19.0	23.0	32.0	34.0	0.0	hypothetical protein
K09147	0.0	0.0	1.0	0.0	0.0	0.0	0.0	hypothetical protein
K09146	6.0	9.0	6.0	20.0	18.0	7.0	0.0	hypothetical protein
K09141	57.0	83.0	77.0	90.0	130.0	102.0	0.0	hypothetical protein
K09140	2.0	2.0	0.0	4.0	8.0	2.0	0.0	pre-rRNA-processing protein TSR3; hypothetical protein
K09143	6.0	8.0	20.0	28.0	8.0	32.0	0.0	hypothetical protein
K09142	2.0	2.0	1.0	5.0	3.0	4.0	0.0	hypothetical protein
K05709	14.0	22.0	20.0	14.0	43.0	15.0	0.0	small terminal subunit of phenylpropionate dioxygenase [EC:1.14.12.19]
K05708	10.0	24.0	21.0	21.0	47.0	15.0	0.0	large terminal subunit of phenylpropionate dioxygenase [EC:1.14.12.19]
K05879	188.0	186.0	174.0	400.0	291.0	255.0	0.0	dihydroxyacetone kinase, C-terminal domain [EC:2.7.1.-]
K05878	177.0	179.0	154.0	393.0	261.0	228.0	0.0	dihydroxyacetone kinase, N-terminal domain [EC:2.7.1.-]
K05875	2.0	10.0	6.0	2.0	25.0	2.0	0.0	methyl-accepting chemotaxis protein II, aspartate sensor receptor
K05874	79.0	108.0	90.0	114.0	191.0	85.0	0.0	methyl-accepting chemotaxis protein I, serine sensor receptor
K05877	0.0	0.0	0.0	0.0	8.0	0.0	0.0	methyl-accepting chemotaxis protein IV, peptide sensor receptor
K05876	0.0	0.0	0.0	0.0	8.0	0.0	0.0	methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor
K05873	289.0	318.0	255.0	429.0	416.0	270.0	0.0	adenylate cyclase, class 2 [EC:4.6.1.1]
K00579	2.0	2.0	0.0	4.0	4.0	2.0	0.0	tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]
K00578	2.0	2.0	0.0	4.0	4.0	2.0	0.0	tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]
K00577	3.0	2.0	0.0	6.0	6.0	3.0	0.0	tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]
K00575	823.0	918.0	875.0	1260.0	1728.0	1158.0	0.0	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
K00574	471.0	510.0	511.0	884.0	991.0	670.0	0.0	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]
K00573	557.0	597.0	521.0	812.0	959.0	673.0	0.0	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
K00571	56.0	37.0	66.0	62.0	119.0	120.0	0.0	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00570	26.0	19.0	42.0	17.0	64.0	55.0	0.0	phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71]
K01118	309.0	387.0	365.0	556.0	630.0	409.0	0.0	FMN-dependent NADH-azoreductase [EC:1.7.-.-]
K01119	61.0	41.0	69.0	45.0	141.0	89.0	0.0	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]
K01157	4.0	3.0	10.0	4.0	23.0	8.0	0.0	None
K01112	240.0	301.0	284.0	444.0	419.0	286.0	0.0	None
K01113	562.0	648.0	569.0	837.0	1044.0	690.0	0.0	phosphodiesterase/alkaline phosphatase D [EC:3.1.4.1]; alkaline phosphatase D [EC:3.1.3.1]
K04477	134.0	87.0	75.0	217.0	176.0	190.0	0.0	putative hydrolase
K01114	462.0	631.0	547.0	804.0	825.0	530.0	0.0	phospholipase C [EC:3.1.4.3]
K01115	11.0	8.0	3.0	24.0	9.0	9.0	0.0	phospholipase D [EC:3.1.4.4]
K08087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	fimbrial protein FimW
K01315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	plasminogen [EC:3.4.21.7]
K08085	0.0	0.0	0.0	0.0	1.0	0.0	0.0	type IV fimbrial biogenesis protein FimU
K08084	16.0	27.0	32.0	39.0	73.0	44.0	0.0	type IV fimbrial biogenesis protein FimT
K08083	7.0	8.0	13.0	10.0	43.0	19.0	0.0	two-component system, LytT family, response regulator AlgR
K08082	48.0	46.0	71.0	51.0	127.0	102.0	0.0	two-component system, LytT family, sensor histidine kinase AlgZ [EC:2.7.13.3]
K08081	8.0	8.0	10.0	9.0	20.0	17.0	0.0	tropine dehydrogenase [EC:1.1.1.206]
K08080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CMP-N-acetylneuraminate monooxygenase [EC:1.14.18.2]
K01152	0.0	0.0	0.0	0.0	4.0	0.0	0.0	type I restriction enzyme [EC:3.1.21.3]
K01401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	aureolysin [EC:3.4.24.29]
K09826	34.0	42.0	31.0	38.0	59.0	40.0	0.0	Fur family transcriptional regulator, iron response regulator
K06344	0.0	1.0	3.0	1.0	3.0	1.0	0.0	spore coat protein Z
K06345	0.0	0.0	0.0	0.0	1.0	0.0	0.0	spore cortex protein
K09822	48.0	56.0	54.0	73.0	147.0	84.0	0.0	hypothetical protein
K06343	0.0	0.0	0.0	0.0	1.0	0.0	0.0	spore coat protein Y
K10938	0.0	0.0	0.0	0.0	1.0	0.0	0.0	accessory colonization factor AcfC
K06341	0.0	0.0	0.0	0.0	1.0	0.0	0.0	spore coat protein W
K10934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	toxin co-regulated pilus biosynthesis protein E
K10935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	toxin co-regulated pilus biosynthesis protein F
K10932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	toxin co-regulated pilus biosynthesis outer membrane protein C
K11052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CylE protein
K10930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	toxin co-regulated pilin
K06349	2.0	7.0	12.0	18.0	14.0	7.0	0.0	KinB signaling pathway activation protein
K11053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CylF protein
K10754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	replication factor C subunit 1
K01755	720.0	732.0	701.0	1020.0	1252.0	935.0	0.0	argininosuccinate lyase [EC:4.3.2.1]
K10200	49.0	22.0	26.0	36.0	48.0	79.0	0.0	N-acetylglucosamine transport system substrate-binding protein
K02132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]
K02137	0.0	0.0	1.0	0.0	0.0	0.0	0.0	F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14]
K03840	1.0	0.0	1.0	0.0	8.0	0.0	0.0	flavodoxin II
K03841	80.0	117.0	87.0	110.0	216.0	107.0	0.0	fructose-1,6-bisphosphatase I [EC:3.1.3.11]
K13028	36.0	47.0	56.0	38.0	79.0	66.0	0.0	aldoxime dehydratase [EC:4.99.1.5]
K13799	1.0	11.0	6.0	6.0	56.0	6.0	0.0	pantoate ligase / cytidylate kinase [EC:6.3.2.1 2.7.4.14]
K13798	0.0	1.0	1.0	2.0	1.0	2.0	0.0	DNA-directed RNA polymerase subunit B [EC:2.7.7.6]
K13795	15.0	14.0	12.0	16.0	26.0	19.0	0.0	citrate/tricarballylate utilization protein
K13794	1.0	0.0	0.0	1.0	1.0	1.0	0.0	LysR family transcriptional regulator, regulatory protein for tcuABC
K13021	94.0	108.0	81.0	143.0	142.0	86.0	0.0	MFS transporter, ACS family, tartrate transporter
K13792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	secreted effector OspG
K13791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	invasion plasmid antigen
K13790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	virulence protein IcsB
K12268	0.0	0.0	0.0	0.0	0.0	4.0	0.0	accessory secretory protein Asp1
K12269	0.0	0.0	0.0	0.0	0.0	1.0	0.0	accessory secretory protein Asp2
K12262	72.0	84.0	82.0	82.0	170.0	102.0	0.0	cytochrome b561
K12263	2.0	7.0	12.0	18.0	14.0	7.0	0.0	cytochrome c551
K12264	1.0	0.0	0.0	0.0	8.0	0.0	0.0	anaerobic nitric oxide reductase flavorubredoxin
K12265	1.0	0.0	0.0	0.0	8.0	0.0	0.0	nitric oxide reductase FlRd-NAD(+) reductase [EC:1.18.1.-]
K12266	25.0	17.0	14.0	10.0	61.0	33.0	0.0	anaerobic nitric oxide reductase transcription regulator
K12267	88.0	76.0	124.0	116.0	231.0	190.0	0.0	peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]
K01757	0.0	0.0	0.0	1.0	1.0	1.0	0.0	strictosidine synthase [EC:4.3.3.2]
K12237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nonribosomal peptide synthetase VibF
K13243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]
K13245	2.0	0.0	2.0	2.0	6.0	4.0	0.0	c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]
K13244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]
K13246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	c-di-GMP phosphodiesterase [EC:3.1.4.52]
K03264	2.0	2.0	1.0	6.0	4.0	4.0	0.0	translation initiation factor eIF-6; translation initiation factor 6
K03265	84.0	62.0	47.0	187.0	98.0	80.0	0.0	peptide chain release factor eRF subunit 1; peptide chain release factor subunit 1
K03263	2.0	2.0	1.0	6.0	4.0	4.0	0.0	translation initiation factor 5A; translation initiation factor eIF-5A
K03268	0.0	0.0	1.0	1.0	4.0	0.0	0.0	benzene 1,2-dioxygenase [EC:1.14.12.3]
K03269	46.0	63.0	62.0	51.0	153.0	88.0	0.0	UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.-]
K12415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	competence-stimulating peptide
K10211	2.0	4.0	9.0	13.0	7.0	4.0	0.0	4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]
K09918	1.0	0.0	1.0	0.0	8.0	0.0	0.0	hypothetical protein
K09919	108.0	111.0	83.0	191.0	233.0	135.0	0.0	hypothetical protein
K06720	12.0	15.0	16.0	8.0	41.0	21.0	0.0	L-ectoine synthase [EC:4.2.1.108]
K09913	33.0	38.0	36.0	33.0	105.0	51.0	0.0	hypothetical protein
K09910	6.0	2.0	2.0	0.0	11.0	3.0	0.0	hypothetical protein
K09911	1.0	0.0	0.0	0.0	8.0	0.0	0.0	hypothetical protein
K09916	1.0	0.0	1.0	0.0	8.0	0.0	0.0	hypothetical protein
K09917	1.0	0.0	0.0	0.0	8.0	0.0	0.0	hypothetical protein
K06726	34.0	51.0	44.0	49.0	114.0	59.0	0.0	D-ribose pyranase [EC:5.-.-.-]
K09915	162.0	231.0	204.0	278.0	365.0	190.0	0.0	hypothetical protein
K11535	1.0	1.0	1.0	1.0	9.0	2.0	0.0	nucleoside transport protein
K11534	3.0	1.0	3.0	3.0	14.0	5.0	0.0	DeoR family transcriptional regulator, deoxyribose operon repressor
K11537	3.0	0.0	0.0	1.0	1.0	0.0	0.0	MFS transporter, NHS family, xanthosine permease
K11531	1.0	0.0	0.0	0.0	8.0	0.0	0.0	lsr operon transcriptional repressor
K11533	4.0	6.0	4.0	16.0	16.0	5.0	0.0	fatty acid synthase, bacteria type [EC:2.3.1.-]
K11532	1.0	12.0	7.0	6.0	59.0	6.0	0.0	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
K11249	6.0	4.0	4.0	0.0	5.0	16.0	0.0	cysteine/O-acetylserine efflux protein
K11539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	carbonyl reductase 4 [EC:1.1.1.-]
K00762	729.0	708.0	644.0	1007.0	1173.0	926.0	0.0	orotate phosphoribosyltransferase [EC:2.4.2.10]
K00763	720.0	698.0	565.0	1006.0	1032.0	784.0	0.0	nicotinate phosphoribosyltransferase [EC:2.4.2.11]
K00760	747.0	751.0	689.0	1099.0	1206.0	919.0	0.0	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
K00761	419.0	359.0	342.0	492.0	708.0	544.0	0.0	uracil phosphoribosyltransferase [EC:2.4.2.9]
K00766	660.0	700.0	642.0	977.0	1158.0	858.0	0.0	anthranilate phosphoribosyltransferase [EC:2.4.2.18]
K00767	644.0	672.0	610.0	950.0	1103.0	810.0	0.0	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
K00764	695.0	702.0	633.0	975.0	1156.0	882.0	0.0	amidophosphoribosyltransferase [EC:2.4.2.14]
K00765	662.0	687.0	623.0	969.0	1123.0	838.0	0.0	ATP phosphoribosyltransferase [EC:2.4.2.17]
K00768	375.0	373.0	400.0	502.0	696.0	586.0	0.0	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]
K00769	41.0	40.0	33.0	41.0	83.0	58.0	0.0	xanthine phosphoribosyltransferase [EC:2.4.2.22]
K11059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	probable enterotoxin A
K00186	101.0	108.0	118.0	139.0	170.0	126.0	0.0	2-oxoisovalerate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.7]
K00187	101.0	108.0	118.0	139.0	170.0	126.0	0.0	2-oxoisovalerate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.7]
K00184	450.0	458.0	418.0	591.0	776.0	553.0	0.0	molybdopterin oxidoreductase, iron-sulfur binding subunit [EC:1.2.7.-]
K00185	435.0	449.0	411.0	586.0	756.0	552.0	0.0	molybdopterin oxidoreductase, membrane subunit [EC:1.2.7.-]
K00183	41.0	63.0	48.0	60.0	79.0	52.0	0.0	molybdopterin oxidoreductase, molybdopterin binding subunit [EC:1.2.7.-]
K00180	129.0	120.0	139.0	234.0	223.0	219.0	0.0	indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]
K00188	0.0	0.0	0.0	2.0	2.0	1.0	0.0	2-oxoisovalerate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.7]
K00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2-oxoisovalerate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.7]
K10110	89.0	72.0	77.0	107.0	188.0	156.0	0.0	maltose/maltodextrin transport system permease protein
K10111	13.0	9.0	9.0	11.0	42.0	18.0	0.0	maltose/maltodextrin transport system ATP-binding protein [EC:3.6.3.19]
K10112	647.0	536.0	362.0	1129.0	722.0	604.0	0.0	maltose/maltodextrin transport system ATP-binding protein
K10113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	maltooligosaccharide transport system substrate-binding protein
K10114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	maltooligosaccharide transport system permease protein
K10115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	maltooligosaccharide transport system permease protein
K10116	29.0	52.0	32.0	43.0	51.0	24.0	0.0	maltooligosaccharide transport system ATP-binding protein
K10117	36.0	12.0	22.0	18.0	42.0	84.0	0.0	multiple sugar transport system substrate-binding protein
K10118	147.0	85.0	49.0	129.0	98.0	142.0	0.0	multiple sugar transport system permease protein
K10119	39.0	13.0	27.0	30.0	39.0	89.0	0.0	multiple sugar transport system permease protein
K04641	0.0	2.0	2.0	0.0	7.0	2.0	0.0	bacteriorhodopsin
K04643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sensory rhodopsin
K04642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	halorhodopsin
K13282	47.0	48.0	70.0	61.0	161.0	97.0	0.0	cyanophycinase [EC:3.4.15.6]
K00988	12.0	11.0	12.0	9.0	44.0	20.0	0.0	ATP adenylyltransferase [EC:2.7.7.53]
K00989	627.0	678.0	613.0	952.0	1092.0	775.0	0.0	ribonuclease PH [EC:2.7.7.56]
K00986	414.0	475.0	374.0	565.0	751.0	466.0	0.0	RNA-directed DNA polymerase [EC:2.7.7.49]
K00984	4.0	5.0	11.0	15.0	10.0	9.0	0.0	streptomycin 3"-adenylyltransferase [EC:2.7.7.47]
K00985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	RNA-directed RNA polymerase [EC:2.7.7.48]
K00982	167.0	174.0	199.0	243.0	405.0	289.0	0.0	glutamate-ammonia-ligase adenylyltransferase [EC:2.7.7.42]
K00983	34.0	22.0	31.0	66.0	40.0	53.0	0.0	N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]
K00980	47.0	19.0	29.0	33.0	44.0	88.0	0.0	glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]
K00981	684.0	701.0	660.0	984.0	1197.0	887.0	0.0	phosphatidate cytidylyltransferase [EC:2.7.7.41]
K01585	103.0	96.0	133.0	98.0	297.0	199.0	0.0	arginine decarboxylase [EC:4.1.1.19]
K01584	17.0	19.0	16.0	34.0	47.0	24.0	0.0	arginine decarboxylase [EC:4.1.1.19]
K01586	779.0	799.0	731.0	1188.0	1379.0	1008.0	0.0	diaminopimelate decarboxylase [EC:4.1.1.20]
K13498	114.0	76.0	27.0	108.0	80.0	60.0	0.0	indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]
K01580	198.0	176.0	109.0	303.0	217.0	164.0	0.0	glutamate decarboxylase [EC:4.1.1.15]
K01583	20.0	4.0	2.0	6.0	10.0	24.0	0.0	arginine decarboxylase [EC:4.1.1.19]
K01582	76.0	73.0	67.0	194.0	156.0	95.0	0.0	lysine decarboxylase [EC:4.1.1.18]
K13497	6.0	5.0	4.0	1.0	21.0	15.0	0.0	anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]
K01589	330.0	414.0	407.0	529.0	727.0	464.0	0.0	5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
K01588	672.0	689.0	622.0	970.0	1125.0	846.0	0.0	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
K14941	320.0	263.0	243.0	462.0	416.0	359.0	0.0	2-phospho-L-lactate guanylyltransferase [EC:2.7.7.68]
K08347	1.0	0.0	0.0	0.0	8.0	0.0	0.0	nitrate reductase 2, gamma subunit [EC:1.7.99.4]
K08348	1.0	0.0	0.0	0.0	8.0	0.0	0.0	formate dehydrogenase-N, alpha subunit [EC:1.2.1.2]
K02720	1.0	9.0	4.0	6.0	34.0	4.0	0.0	photosystem II cytochrome c550; photosystem c550
K14949	38.0	40.0	38.0	70.0	74.0	45.0	0.0	serine/threonine-protein kinase PknG [EC:2.7.11.1]
K02723	0.0	6.0	3.0	3.0	28.0	3.0	0.0	photosystem II PsbY protein
K03459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	formate transporter
K03458	65.0	26.0	32.0	33.0	73.0	123.0	0.0	nucleobase:cation symporter-2, NCS2 family
K03455	399.0	384.0	391.0	525.0	765.0	544.0	0.0	monovalent cation:H+ antiporter-2, CPA2 family
K03457	148.0	143.0	140.0	264.0	258.0	201.0	0.0	nucleobase:cation symporter-1, NCS1 family
K03451	8.0	5.0	7.0	11.0	11.0	12.0	0.0	betaine/carnitine transporter, BCCT family
K03981	23.0	30.0	55.0	46.0	92.0	66.0	0.0	thiol:disulfide interchange protein DsbC [EC:5.3.4.1]
K03980	787.0	780.0	670.0	1130.0	1199.0	904.0	0.0	virulence factor
K02614	69.0	72.0	75.0	109.0	145.0	117.0	0.0	phenylacetic acid degradation protein
K01639	80.0	64.0	73.0	65.0	176.0	141.0	0.0	N-acetylneuraminate lyase [EC:4.1.3.3]
K01638	368.0	423.0	375.0	647.0	659.0	468.0	0.0	malate synthase [EC:2.3.3.9]
K01637	165.0	179.0	170.0	257.0	342.0	210.0	0.0	isocitrate lyase [EC:4.1.3.1]
K01636	31.0	26.0	28.0	23.0	70.0	51.0	0.0	None
K01635	254.0	290.0	206.0	377.0	322.0	203.0	0.0	tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]
K01634	112.0	88.0	88.0	190.0	185.0	143.0	0.0	sphinganine-1-phosphate aldolase [EC:4.1.2.27]
K01633	415.0	396.0	337.0	604.0	697.0	488.0	0.0	dihydroneopterin aldolase [EC:4.1.2.25]
K01632	27.0	31.0	37.0	36.0	68.0	48.0	0.0	fructose-6-phosphate phosphoketolase [EC:4.1.2.22]
K01631	27.0	28.0	29.0	29.0	60.0	32.0	0.0	2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]
K01630	32.0	45.0	45.0	44.0	114.0	53.0	0.0	2-dehydro-3-deoxyglucarate aldolase [EC:4.1.2.20]
K02615	5.0	10.0	15.0	19.0	35.0	12.0	0.0	acetyl-CoA acetyltransferase [EC:2.3.1.-]
K02588	95.0	86.0	92.0	113.0	203.0	183.0	0.0	nitrogenase iron protein NifH [EC:1.18.6.1]
K02589	13.0	12.0	24.0	35.0	29.0	42.0	0.0	nitrogen regulatory protein PII 1
K02858	200.0	273.0	257.0	357.0	414.0	272.0	0.0	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]
K02859	2.0	5.0	10.0	15.0	10.0	5.0	0.0	riboflavin biosynthesis RibT protein
K14051	0.0	0.0	0.0	0.0	8.0	1.0	0.0	cyclic di-GMP phosphodiesterase Gmr [EC:3.1.4.52]
K14053	0.0	0.0	0.0	0.0	8.0	0.0	0.0	outer membrane protein G
K14052	4.0	1.0	5.0	3.0	8.0	3.0	0.0	putrescine importer
K02852	4.0	7.0	3.0	5.0	36.0	3.0	0.0	UDP-N-acetyl-D-mannosaminuronic acid transferase [EC:2.4.1.-]
K02853	10.0	12.0	18.0	4.0	66.0	40.0	0.0	4-alpha-L-fucosyltransferase [EC:2.4.1.-]
K02850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	heptose (II) phosphotransferase [EC:2.7.1.-]
K02851	1.0	0.0	0.0	0.0	9.0	0.0	0.0	undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase [EC:2.7.8.-]
K14059	264.0	202.0	106.0	282.0	226.0	167.0	0.0	integrase
K14058	37.0	42.0	54.0	34.0	127.0	91.0	0.0	tRNA 2-thiocytidine biosynthesis protein TtcA
K02586	76.0	93.0	94.0	117.0	194.0	151.0	0.0	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]
K02587	61.0	67.0	74.0	101.0	151.0	117.0	0.0	nitrogenase molybdenum-cofactor synthesis protein NifE
K03679	2.0	2.0	1.0	5.0	4.0	4.0	0.0	exosome complex component RRP4
K03671	1042.0	983.0	890.0	1406.0	1703.0	1342.0	0.0	thioredoxin 1
K03670	90.0	94.0	96.0	89.0	232.0	124.0	0.0	periplasmic glucans biosynthesis protein
K03673	13.0	18.0	29.0	14.0	60.0	46.0	0.0	thiol:disulfide interchange protein DsbA
K03672	72.0	62.0	53.0	150.0	139.0	91.0	0.0	thioredoxin 2 [EC:1.8.1.8]
K03675	5.0	6.0	8.0	6.0	8.0	6.0	0.0	glutaredoxin 2
K03674	1.0	0.0	0.0	0.0	13.0	0.0	0.0	glutaredoxin 1
K03677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CysQ protein
K03676	129.0	137.0	107.0	223.0	318.0	173.0	0.0	glutaredoxin 3
K09761	525.0	586.0	593.0	758.0	1042.0	779.0	0.0	ribosomal RNA small subunit methyltransferase E [EC:2.1.1.-]
K09760	413.0	488.0	463.0	664.0	764.0	565.0	0.0	DNA recombination protein RmuC
K09763	168.0	171.0	182.0	257.0	360.0	225.0	0.0	hypothetical protein
K09762	159.0	138.0	156.0	212.0	277.0	268.0	0.0	hypothetical protein
K09765	88.0	79.0	79.0	89.0	109.0	147.0	0.0	hypothetical protein
K09764	474.0	531.0	420.0	782.0	724.0	520.0	0.0	hypothetical protein
K09767	399.0	480.0	480.0	590.0	826.0	564.0	0.0	hypothetical protein
K06006	111.0	167.0	130.0	215.0	180.0	93.0	0.0	periplasmic protein CpxP
K09769	325.0	412.0	371.0	581.0	624.0	421.0	0.0	hypothetical protein
K09768	122.0	124.0	120.0	127.0	237.0	151.0	0.0	hypothetical protein
K10353	1.0	0.0	3.0	2.0	4.0	1.0	0.0	deoxyadenosine kinase [EC:2.7.1.76]
K03187	65.0	77.0	77.0	61.0	216.0	124.0	0.0	urease accessory protein
K03186	294.0	392.0	376.0	462.0	672.0	428.0	0.0	3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiX [EC:4.1.1.-]
K03185	55.0	64.0	66.0	70.0	168.0	86.0	0.0	2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
K03184	2.0	0.0	1.0	4.0	18.0	9.0	0.0	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase [EC:1.14.13.-]
K03183	1436.0	1494.0	1325.0	2102.0	2467.0	1729.0	0.0	ubiquinone/menaquinone biosynthesis methyltransferase [EC:2.1.1.163 2.1.1.-]; ubiquinone/menaquinone biosynthesis methyltransferase [EC:2.1.1.-]
K03182	291.0	380.0	375.0	446.0	648.0	439.0	0.0	3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiD [EC:4.1.1.-]
K03181	6.0	6.0	9.0	5.0	32.0	10.0	0.0	chorismate--pyruvate lyase [EC:4.1.3.40]
K03189	195.0	213.0	168.0	339.0	458.0	283.0	0.0	urease accessory protein
K03188	195.0	213.0	168.0	339.0	458.0	283.0	0.0	urease accessory protein
K02715	0.0	6.0	3.0	3.0	28.0	3.0	0.0	PsbN protein
K12455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CDP-abequose synthase [EC:4.2.1.-]
K12454	253.0	331.0	320.0	432.0	505.0	343.0	0.0	CDP-paratose 2-epimerase [EC:5.1.3.10]
K12453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CDP-paratose synthetase [EC:1.-.-.-]
K12452	171.0	222.0	213.0	284.0	299.0	199.0	0.0	CDP-6-deoxy-D-xylo-4-hexulose-3-dehydrase
K12451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3,5-epimerase/4-reductase [EC:5.1.3.- 1.1.1.-]
K07358	0.0	0.0	0.0	0.0	4.0	0.0	0.0	type 1 fimbriae regulatory protein FimE
K07356	0.0	0.0	0.0	0.0	6.0	0.0	0.0	fimbrial protein
K07357	4.0	1.0	0.0	0.0	4.0	1.0	0.0	type 1 fimbriae regulatory protein FimB
